nps_id,customer_id,score,comment
13000000722,1094,7,Podría mejorar el empaque
13000000723,713,7,Podría mejorar el empaque
13000000724,1222,6,Atención muy buena
13000000725,176,7,
13000000726,1373,9,Muy conforme con la calidad
13000000727,613,3,Tardó un poco más de lo esperado
13000000728,1082,9,Todo perfecto
13000000729,790,5,Tardó un poco más de lo esperado
13000000730,173,9,Atención muy buena
13000000731,800,5,Muy conforme con la calidad
13000000732,1014,0,Muy conforme con la calidad
13000000733,719,8,Entrega rápida y producto excelente
13000000734,1247,7,
13000000735,882,8,
13000000736,281,7,Tardó un poco más de lo esperado
13000000737,1014,6,Entrega rápida y producto excelente
13000000738,621,4,Tardó un poco más de lo esperado
13000000739,441,7,Muy conforme con la calidad
13000000740,1062,9,
13000000741,952,10,Tardó un poco más de lo esperado
13000000742,496,6,Entrega rápida y producto excelente
13000000743,338,5,Muy conforme con la calidad
13000000744,192,7,Volvería a comprar
13000000745,292,10,
13000000746,483,10,
13000000747,1356,3,Tardó un poco más de lo esperado
13000000748,1234,8,
13000000749,359,9,Entrega rápida y producto excelente
13000000750,671,8,Volvería a comprar
13000000751,595,9,
13000000752,1405,7,Entrega rápida y producto excelente
13000000753,1230,5,
13000000754,173,7,Todo perfecto
13000000755,130,0,Muy conforme con la calidad
13000000756,1134,9,
13000000757,132,8,Muy conforme con la calidad
13000000758,74,0,Todo perfecto
13000000759,147,5,Todo perfecto
13000000760,791,10,
13000000761,849,10,
13000000762,84,8,Tardó un poco más de lo esperado
13000000763,1313,7,Entrega rápida y producto excelente
13000000764,930,9,Atención muy buena
13000000765,160,3,Entrega rápida y producto excelente
13000000766,1128,10,
13000000767,1029,8,Todo perfecto
13000000768,185,10,Todo perfecto
13000000769,1144,8,Podría mejorar el empaque
13000000770,930,6,Atención muy buena
13000000771,774,10,Tardó un poco más de lo esperado
13000000772,688,1,Podría mejorar el empaque
13000000773,433,9,Tardó un poco más de lo esperado
13000000774,249,9,Entrega rápida y producto excelente
13000000775,279,0,Muy conforme con la calidad
13000000776,1452,9,
13000000777,1223,8,Todo perfecto
13000000778,1385,10,Entrega rápida y producto excelente
13000000779,722,9,Atención muy buena
13000000780,1085,6,Muy conforme con la calidad
13000000781,378,3,Volvería a comprar
13000000782,54,3,Podría mejorar el empaque
13000000783,727,6,Podría mejorar el empaque
13000000784,1398,9,Todo perfecto
13000000785,1406,4,Podría mejorar el empaque
13000000786,591,10,Todo perfecto
13000000787,10,9,Tardó un poco más de lo esperado
13000000788,877,2,
13000000789,522,8,Muy conforme con la calidad
13000000790,203,7,Entrega rápida y producto excelente
13000000791,1049,10,Entrega rápida y producto excelente
13000000792,855,8,Volvería a comprar
13000000793,584,7,Entrega rápida y producto excelente
13000000794,1387,5,
13000000795,571,10,Todo perfecto
13000000796,791,6,Muy conforme con la calidad
13000000797,106,7,Tardó un poco más de lo esperado
13000000798,1114,10,
13000000799,397,5,Volvería a comprar
13000000800,46,9,Volvería a comprar
13000000801,1260,8,Muy conforme con la calidad
13000000802,1473,6,Podría mejorar el empaque
13000000803,582,10,
13000000804,323,8,Atención muy buena
13000000805,203,7,Tardó un poco más de lo esperado
13000000806,1180,8,Tardó un poco más de lo esperado
13000000807,358,6,Entrega rápida y producto excelente
13000000808,922,8,Volvería a comprar
13000000809,645,4,Entrega rápida y producto excelente
13000000810,582,7,Atención muy buena
13000000811,783,2,Podría mejorar el empaque
13000000812,852,0,Atención muy buena
13000000813,513,2,Entrega rápida y producto excelente
13000000814,169,8,Entrega rápida y producto excelente
13000000815,1209,10,
13000000816,147,9,Muy conforme con la calidad
13000000817,185,6,Podría mejorar el empaque
13000000818,739,10,Volvería a comprar
13000000819,1470,7,Atención muy buena
13000000820,198,8,Muy conforme con la calidad
13000000821,884,8,Todo perfecto
13000000822,457,10,Podría mejorar el empaque
13000000823,1184,10,Podría mejorar el empaque
13000000824,221,7,Entrega rápida y producto excelente
13000000825,117,10,Volvería a comprar
13000000826,703,6,Todo perfecto
13000000827,58,10,Podría mejorar el empaque
13000000828,840,8,Volvería a comprar
13000000829,634,8,Volvería a comprar
13000000830,914,9,Atención muy buena
13000000831,1281,8,Atención muy buena
13000000832,852,5,Atención muy buena
13000000833,1336,7,Tardó un poco más de lo esperado
13000000834,1264,1,Volvería a comprar
13000000835,140,1,
13000000836,162,9,Podría mejorar el empaque
13000000837,460,8,Volvería a comprar
13000000838,1392,5,Podría mejorar el empaque
13000000839,4,9,Entrega rápida y producto excelente
13000000840,1372,8,
13000000841,921,7,Atención muy buena
13000000842,880,8,Todo perfecto
13000000843,603,10,Todo perfecto
13000000844,389,5,Muy conforme con la calidad
13000000845,769,8,Podría mejorar el empaque
13000000846,1480,9,Podría mejorar el empaque
13000000847,1352,1,Todo perfecto
13000000848,1081,6,Todo perfecto
13000000849,1318,10,Volvería a comprar
13000000850,1129,8,Muy conforme con la calidad
13000000851,495,7,Muy conforme con la calidad
13000000852,586,10,Entrega rápida y producto excelente
13000000853,554,7,Entrega rápida y producto excelente
13000000854,440,1,Muy conforme con la calidad
13000000855,212,8,Entrega rápida y producto excelente
13000000856,538,8,Muy conforme con la calidad
13000000857,588,0,Atención muy buena
13000000858,1135,7,Atención muy buena
13000000859,452,7,Podría mejorar el empaque
13000000860,26,5,Entrega rápida y producto excelente
13000000861,33,10,Muy conforme con la calidad
13000000862,229,9,Entrega rápida y producto excelente
13000000863,1155,10,Volvería a comprar
13000000864,843,6,Muy conforme con la calidad
13000000865,570,8,Tardó un poco más de lo esperado
13000000866,1208,8,Tardó un poco más de lo esperado
13000000867,275,7,Entrega rápida y producto excelente
13000000868,529,6,Tardó un poco más de lo esperado
13000000869,599,10,Atención muy buena
13000000870,333,5,Todo perfecto
13000000871,6,9,Muy conforme con la calidad
13000000872,549,9,Atención muy buena
13000000873,1427,6,Muy conforme con la calidad
13000000874,1237,7,Entrega rápida y producto excelente
13000000875,432,8,Volvería a comprar
13000000876,657,7,Tardó un poco más de lo esperado
13000000877,730,9,Todo perfecto
13000000878,824,7,Tardó un poco más de lo esperado
13000000879,1001,9,
13000000880,188,8,Atención muy buena
13000000881,965,6,
13000000882,717,9,Tardó un poco más de lo esperado
13000000883,1085,9,Tardó un poco más de lo esperado
13000000884,765,9,Tardó un poco más de lo esperado
13000000885,484,2,Volvería a comprar
13000000886,931,6,Atención muy buena
13000000887,417,10,Tardó un poco más de lo esperado
13000000888,801,10,Tardó un poco más de lo esperado
13000000889,501,4,Atención muy buena
13000000890,1358,9,Volvería a comprar
13000000891,1325,6,Entrega rápida y producto excelente
13000000892,960,10,Muy conforme con la calidad
13000000893,637,6,Volvería a comprar
13000000894,956,2,Muy conforme con la calidad
13000000895,533,7,Podría mejorar el empaque
13000000896,1495,6,Volvería a comprar
13000000897,1025,8,Podría mejorar el empaque
13000000898,1176,10,Podría mejorar el empaque
13000000899,803,8,Atención muy buena
13000000900,725,6,Entrega rápida y producto excelente
13000000901,938,9,Entrega rápida y producto excelente
13000000902,1031,8,Podría mejorar el empaque
13000000903,696,1,Atención muy buena
13000000904,237,3,
13000000905,1053,10,Entrega rápida y producto excelente
13000000906,308,6,Volvería a comprar
13000000907,672,8,Tardó un poco más de lo esperado
13000000908,1147,8,Entrega rápida y producto excelente
13000000909,1238,7,Todo perfecto
13000000910,460,8,Podría mejorar el empaque
13000000911,906,10,Podría mejorar el empaque
13000000912,825,8,Tardó un poco más de lo esperado
13000000913,1095,8,
13000000914,435,10,Todo perfecto
13000000915,585,8,
13000000916,281,9,Tardó un poco más de lo esperado
13000000917,82,6,
13000000918,329,10,Muy conforme con la calidad
13000000919,415,7,
13000000920,1135,4,
13000000921,1021,4,Volvería a comprar
13000000922,160,4,
13000000923,434,7,Tardó un poco más de lo esperado
13000000924,357,4,Muy conforme con la calidad
13000000925,1285,7,Todo perfecto
13000000926,229,7,Muy conforme con la calidad
13000000927,420,9,
13000000928,2,8,Tardó un poco más de lo esperado
13000000929,47,10,Todo perfecto
13000000930,1163,6,Tardó un poco más de lo esperado
13000000931,1423,9,Entrega rápida y producto excelente
13000000932,615,4,Todo perfecto
13000000933,1149,7,Muy conforme con la calidad
13000000934,628,8,Muy conforme con la calidad
13000000935,1247,5,Volvería a comprar
13000000936,458,9,Tardó un poco más de lo esperado
13000000937,95,10,Entrega rápida y producto excelente
13000000938,1002,7,Atención muy buena
13000000939,488,1,Podría mejorar el empaque
13000000940,851,4,Volvería a comprar
13000000941,509,7,Entrega rápida y producto excelente
13000000942,888,10,Muy conforme con la calidad
13000000943,1268,9,Atención muy buena
13000000944,507,9,Muy conforme con la calidad
13000000945,387,10,Tardó un poco más de lo esperado
13000000946,670,2,Tardó un poco más de lo esperado
13000000947,186,9,
13000000948,1235,9,Podría mejorar el empaque
13000000949,418,10,Muy conforme con la calidad
13000000950,196,6,Volvería a comprar
13000000951,304,10,
13000000952,1434,9,
13000000953,453,10,Volvería a comprar
13000000954,1040,4,Tardó un poco más de lo esperado
13000000955,107,10,Atención muy buena
13000000956,887,8,Muy conforme con la calidad
13000000957,837,10,
13000000958,1327,9,Todo perfecto
13000000959,836,9,Podría mejorar el empaque
13000000960,1413,8,Podría mejorar el empaque
13000000961,621,9,Atención muy buena
13000000962,947,6,
13000000963,1015,8,Entrega rápida y producto excelente
13000000964,458,9,Muy conforme con la calidad
13000000965,1462,9,
13000000966,289,3,Todo perfecto
13000000967,1318,0,Podría mejorar el empaque
13000000968,720,6,Todo perfecto
13000000969,350,7,Entrega rápida y producto excelente
13000000970,1276,8,Volvería a comprar
13000000971,1141,10,
13000000972,640,10,
13000000973,8,8,Todo perfecto
13000000974,666,8,
13000000975,1451,10,Podría mejorar el empaque
13000000976,384,6,Muy conforme con la calidad
13000000977,1130,10,Atención muy buena
13000000978,547,8,Entrega rápida y producto excelente
13000000979,1228,10,Tardó un poco más de lo esperado
13000000980,1209,9,Todo perfecto
13000000981,1489,9,Entrega rápida y producto excelente
13000000982,4,10,Todo perfecto
13000000983,760,9,Atención muy buena
13000000984,286,9,Entrega rápida y producto excelente
13000000985,951,10,Atención muy buena
13000000986,487,10,Atención muy buena
13000000987,1218,2,Atención muy buena
13000000988,522,5,Entrega rápida y producto excelente
13000000989,468,8,Podría mejorar el empaque
13000000990,703,10,Entrega rápida y producto excelente
13000000991,1000,9,Atención muy buena
13000000992,137,10,
13000000993,168,9,
13000000994,452,10,
13000000995,1210,2,Tardó un poco más de lo esperado
13000000996,599,10,Podría mejorar el empaque
13000000997,734,10,Tardó un poco más de lo esperado
13000000998,27,9,Atención muy buena
13000000999,1186,10,Tardó un poco más de lo esperado
13000001000,1227,5,Entrega rápida y producto excelente
13000001001,1338,9,Muy conforme con la calidad
13000001002,1275,7,Entrega rápida y producto excelente
13000001003,934,6,Todo perfecto
13000001004,883,10,Tardó un poco más de lo esperado
13000001005,624,8,
13000001006,1272,7,Podría mejorar el empaque
13000001007,746,10,
13000001008,858,8,Tardó un poco más de lo esperado
13000001009,393,10,Volvería a comprar
13000001010,990,10,Entrega rápida y producto excelente
13000001011,769,7,Volvería a comprar
13000001012,496,2,Muy conforme con la calidad
13000001013,401,7,Tardó un poco más de lo esperado
13000001014,1042,10,Todo perfecto
13000001015,1101,6,
13000001016,15,9,
13000001017,748,7,Podría mejorar el empaque
13000001018,825,10,Atención muy buena
13000001019,957,7,Entrega rápida y producto excelente
13000001020,528,3,Tardó un poco más de lo esperado
13000001021,1422,1,Volvería a comprar
13000001022,71,5,Entrega rápida y producto excelente
13000001023,1375,5,Tardó un poco más de lo esperado
13000001024,504,9,Entrega rápida y producto excelente
13000001025,1257,8,Podría mejorar el empaque
13000001026,1165,2,Muy conforme con la calidad
13000001027,39,8,Tardó un poco más de lo esperado
13000001028,102,3,Muy conforme con la calidad
13000001029,863,7,
13000001030,494,3,Entrega rápida y producto excelente
13000001031,1132,5,Muy conforme con la calidad
13000001032,723,9,Volvería a comprar
13000001033,280,9,Podría mejorar el empaque
13000001034,765,8,Todo perfecto
13000001035,778,1,Todo perfecto
13000001036,428,8,Podría mejorar el empaque
13000001037,559,7,Podría mejorar el empaque
13000001038,1318,10,Podría mejorar el empaque
13000001039,1451,6,Atención muy buena
13000001040,994,4,Todo perfecto
13000001041,311,5,Atención muy buena
13000001042,282,8,Atención muy buena
13000001043,94,9,Todo perfecto
13000001044,1359,9,Muy conforme con la calidad
13000001045,1400,8,
13000001046,244,7,Todo perfecto
13000001047,295,8,Muy conforme con la calidad
13000001048,731,1,
13000001049,1191,7,Tardó un poco más de lo esperado
13000001050,1104,8,Atención muy buena
13000001051,489,7,Volvería a comprar
13000001052,1096,7,Muy conforme con la calidad
13000001053,1253,1,Volvería a comprar
13000001054,987,8,
13000001055,43,8,Todo perfecto
13000001056,268,9,Podría mejorar el empaque
13000001057,1045,9,Tardó un poco más de lo esperado
13000001058,1410,4,
13000001059,859,10,Atención muy buena
13000001060,353,7,Entrega rápida y producto excelente
13000001061,350,10,Volvería a comprar
13000001062,663,3,
13000001063,601,7,Muy conforme con la calidad
13000001064,468,6,Volvería a comprar
13000001065,975,10,Tardó un poco más de lo esperado
13000001066,1041,10,Muy conforme con la calidad
13000001067,439,6,Atención muy buena
13000001068,1120,8,Volvería a comprar
13000001069,948,9,
13000001070,1090,7,Muy conforme con la calidad
13000001071,771,0,Muy conforme con la calidad
13000001072,1337,7,Muy conforme con la calidad
13000001073,1269,5,Podría mejorar el empaque
13000001074,1052,10,Entrega rápida y producto excelente
13000001075,628,5,Podría mejorar el empaque
13000001076,589,8,Podría mejorar el empaque
13000001077,326,0,
13000001078,1463,9,Volvería a comprar
13000001079,1131,3,Todo perfecto
13000001080,688,10,Todo perfecto
13000001081,1135,6,Todo perfecto
13000001082,516,8,Entrega rápida y producto excelente
13000001083,1019,4,Atención muy buena
13000001084,1009,4,
13000001085,1015,9,Todo perfecto
13000001086,234,9,
13000001087,699,3,Muy conforme con la calidad
13000001088,807,2,Entrega rápida y producto excelente
13000001089,945,9,Podría mejorar el empaque
13000001090,264,7,Atención muy buena
13000001091,405,7,Tardó un poco más de lo esperado
13000001092,549,7,
13000001093,365,4,Atención muy buena
13000001094,1208,5,Podría mejorar el empaque
13000001095,1005,9,Entrega rápida y producto excelente
13000001096,1437,5,Todo perfecto
13000001097,396,9,Todo perfecto
13000001098,711,2,Entrega rápida y producto excelente
13000001099,497,9,Atención muy buena
13000001100,37,10,Muy conforme con la calidad
13000001101,380,8,Entrega rápida y producto excelente
13000001102,535,5,Muy conforme con la calidad
13000001103,651,8,Volvería a comprar
13000001104,1085,9,Entrega rápida y producto excelente
13000001105,1238,8,Muy conforme con la calidad
13000001106,184,6,Muy conforme con la calidad
13000001107,498,7,Entrega rápida y producto excelente
13000001108,1117,7,Atención muy buena
13000001109,469,10,Podría mejorar el empaque
13000001110,815,5,Entrega rápida y producto excelente
13000001111,282,10,Tardó un poco más de lo esperado
13000001112,335,9,
13000001113,261,6,Todo perfecto
13000001114,540,7,
13000001115,989,6,Atención muy buena
13000001116,354,9,Atención muy buena
13000001117,487,1,
13000001118,553,9,Podría mejorar el empaque
13000001119,1111,7,Podría mejorar el empaque
13000001120,293,1,Volvería a comprar
13000001121,814,7,Volvería a comprar
13000001122,444,7,Todo perfecto
13000001123,69,8,Volvería a comprar
13000001124,1074,8,Entrega rápida y producto excelente
13000001125,121,3,Entrega rápida y producto excelente
13000001126,1418,3,Podría mejorar el empaque
13000001127,1317,4,Entrega rápida y producto excelente
13000001128,317,8,
13000001129,1159,9,Muy conforme con la calidad
13000001130,876,9,Podría mejorar el empaque
13000001131,159,8,Atención muy buena
13000001132,1246,8,Entrega rápida y producto excelente
13000001133,831,9,Todo perfecto
13000001134,14,9,
13000001135,52,8,Tardó un poco más de lo esperado
13000001136,63,0,
13000001137,714,7,Entrega rápida y producto excelente
13000001138,276,9,Atención muy buena
13000001139,165,7,Muy conforme con la calidad
13000001140,361,7,Podría mejorar el empaque
13000001141,1339,8,Podría mejorar el empaque
13000001142,56,9,Muy conforme con la calidad
13000001143,665,2,Entrega rápida y producto excelente
13000001144,1475,10,Todo perfecto
13000001145,1356,7,Atención muy buena
13000001146,142,8,
13000001147,466,8,Podría mejorar el empaque
13000001148,1169,7,Tardó un poco más de lo esperado
13000001149,634,9,Tardó un poco más de lo esperado
13000001150,209,9,Muy conforme con la calidad
13000001151,1157,9,Podría mejorar el empaque
13000001152,1258,8,Podría mejorar el empaque
13000001153,663,0,Todo perfecto
13000001154,785,8,Tardó un poco más de lo esperado
13000001155,267,8,Todo perfecto
13000001156,655,6,Entrega rápida y producto excelente
13000001157,757,7,Atención muy buena
13000001158,1329,9,Atención muy buena
13000001159,542,10,Muy conforme con la calidad
13000001160,316,8,Podría mejorar el empaque
13000001161,398,1,
13000001162,964,8,Entrega rápida y producto excelente
13000001163,854,10,Volvería a comprar
13000001164,1065,7,Atención muy buena
13000001165,359,9,Muy conforme con la calidad
13000001166,174,4,Volvería a comprar
13000001167,1333,9,Podría mejorar el empaque
13000001168,901,0,
13000001169,977,10,Podría mejorar el empaque
13000001170,757,7,Atención muy buena
13000001171,1029,9,
13000001172,904,8,Muy conforme con la calidad
13000001173,716,5,
13000001174,1463,8,
13000001175,800,9,Tardó un poco más de lo esperado
13000001176,1366,8,
13000001177,1009,8,Entrega rápida y producto excelente
13000001178,487,8,Podría mejorar el empaque
13000001179,970,9,Todo perfecto
13000001180,1127,10,
13000001181,22,6,Atención muy buena
13000001182,1401,9,Todo perfecto
13000001183,571,10,Muy conforme con la calidad
13000001184,1061,7,Podría mejorar el empaque
13000001185,143,8,Muy conforme con la calidad
13000001186,712,1,
13000001187,649,6,
13000001188,317,8,Volvería a comprar
13000001189,16,7,Atención muy buena
13000001190,175,9,Muy conforme con la calidad
13000001191,694,5,
13000001192,1377,9,Muy conforme con la calidad
13000001193,653,5,Todo perfecto
13000001194,1328,8,Todo perfecto
13000001195,850,8,
13000001196,1043,10,Muy conforme con la calidad
13000001197,120,9,Tardó un poco más de lo esperado
13000001198,374,1,Podría mejorar el empaque
13000001199,1023,10,Entrega rápida y producto excelente
13000001200,1435,4,Muy conforme con la calidad
13000001201,1022,4,Volvería a comprar
13000001202,397,5,Atención muy buena
13000001203,539,1,Tardó un poco más de lo esperado
13000001204,662,7,Podría mejorar el empaque
13000001205,413,7,Podría mejorar el empaque
13000001206,978,7,
13000001207,94,8,Todo perfecto
13000001208,593,9,Volvería a comprar
13000001209,3,10,Podría mejorar el empaque
13000001210,986,9,Muy conforme con la calidad
13000001211,1097,5,Tardó un poco más de lo esperado
13000001212,1298,8,Podría mejorar el empaque
13000001213,968,0,
13000001214,256,10,Entrega rápida y producto excelente
13000001215,165,7,Podría mejorar el empaque
13000001216,74,8,Volvería a comprar
13000001217,610,9,Entrega rápida y producto excelente
13000001218,1181,8,Atención muy buena
13000001219,1198,7,
13000001220,383,9,Tardó un poco más de lo esperado
13000001221,327,4,Tardó un poco más de lo esperado
13000001222,1118,3,Muy conforme con la calidad
13000001223,1093,5,Muy conforme con la calidad
13000001224,348,10,Podría mejorar el empaque
13000001225,988,9,Tardó un poco más de lo esperado
13000001226,1242,8,Atención muy buena
13000001227,645,8,
13000001228,1068,7,Volvería a comprar
13000001229,523,9,Atención muy buena
13000001230,624,0,Muy conforme con la calidad
13000001231,705,6,Muy conforme con la calidad
13000001232,12,3,Entrega rápida y producto excelente
13000001233,748,9,
13000001234,922,9,
13000001235,637,7,Muy conforme con la calidad
13000001236,1225,8,Tardó un poco más de lo esperado
13000001237,1336,3,Tardó un poco más de lo esperado
13000001238,1006,6,Volvería a comprar
13000001239,717,9,Tardó un poco más de lo esperado
13000001240,1117,5,Entrega rápida y producto excelente
13000001241,547,7,Todo perfecto
13000001242,1073,6,
13000001243,611,9,Tardó un poco más de lo esperado
13000001244,1315,7,Muy conforme con la calidad
13000001245,881,10,Todo perfecto
13000001246,475,7,Tardó un poco más de lo esperado
13000001247,1015,5,Muy conforme con la calidad
13000001248,574,7,Entrega rápida y producto excelente
13000001249,71,9,
13000001250,737,9,Muy conforme con la calidad
13000001251,1060,4,Atención muy buena
13000001252,1145,8,Atención muy buena
13000001253,1256,10,Todo perfecto
13000001254,1063,9,Tardó un poco más de lo esperado
13000001255,551,0,Volvería a comprar
13000001256,248,5,Volvería a comprar
13000001257,831,6,
13000001258,968,10,Entrega rápida y producto excelente
13000001259,1010,3,Todo perfecto
13000001260,509,10,Tardó un poco más de lo esperado
13000001261,767,8,Podría mejorar el empaque
13000001262,795,8,Podría mejorar el empaque
13000001263,712,8,
13000001264,273,9,Entrega rápida y producto excelente
13000001265,818,6,Todo perfecto
13000001266,513,6,
13000001267,1026,10,Todo perfecto
13000001268,1347,8,
13000001269,258,2,Entrega rápida y producto excelente
13000001270,1010,10,Atención muy buena
13000001271,220,7,Tardó un poco más de lo esperado
13000001272,1048,8,Volvería a comprar
13000001273,1300,8,
13000001274,262,8,Volvería a comprar
13000001275,1141,10,Volvería a comprar
13000001276,1234,8,Tardó un poco más de lo esperado
13000001277,554,8,Volvería a comprar
13000001278,730,9,Entrega rápida y producto excelente
13000001279,578,9,Podría mejorar el empaque
13000001280,1133,8,Todo perfecto
13000001281,272,9,Muy conforme con la calidad
13000001282,705,7,Todo perfecto
13000001283,1304,3,Volvería a comprar
13000001284,1274,5,Podría mejorar el empaque
13000001285,38,1,Volvería a comprar
13000001286,1037,1,Atención muy buena
13000001287,1438,10,Tardó un poco más de lo esperado
13000001288,621,9,
13000001289,177,7,Todo perfecto
13000001290,1116,6,Atención muy buena
13000001291,537,6,Muy conforme con la calidad
13000001292,233,10,Todo perfecto
13000001293,358,9,Tardó un poco más de lo esperado
13000001294,544,6,Atención muy buena
13000001295,694,7,Muy conforme con la calidad
13000001296,1267,6,
13000001297,491,10,
13000001298,536,10,Volvería a comprar
13000001299,403,6,Podría mejorar el empaque
13000001300,856,9,Volvería a comprar
13000001301,184,7,Todo perfecto
13000001302,349,10,Todo perfecto
13000001303,356,4,Atención muy buena
13000001304,818,8,Podría mejorar el empaque
13000001305,1251,4,Todo perfecto
13000001306,85,8,Tardó un poco más de lo esperado
13000001307,255,10,Podría mejorar el empaque
13000001308,929,8,Entrega rápida y producto excelente
13000001309,541,6,Muy conforme con la calidad
13000001310,116,4,
13000001311,402,8,Todo perfecto
13000001312,922,3,Entrega rápida y producto excelente
13000001313,1484,6,
13000001314,986,1,Muy conforme con la calidad
13000001315,155,6,Entrega rápida y producto excelente
13000001316,138,7,Tardó un poco más de lo esperado
13000001317,556,9,
13000001318,401,6,
13000001319,267,0,Muy conforme con la calidad
13000001320,776,6,
13000001321,186,7,
13000001322,1330,0,Muy conforme con la calidad
13000001323,32,9,Muy conforme con la calidad
13000001324,7,6,Tardó un poco más de lo esperado
13000001325,358,9,Muy conforme con la calidad
13000001326,129,0,
13000001327,829,7,Atención muy buena
13000001328,1129,9,Todo perfecto
13000001329,1297,6,Entrega rápida y producto excelente
13000001330,1001,10,Atención muy buena
13000001331,1222,9,Muy conforme con la calidad
13000001332,961,6,Entrega rápida y producto excelente
13000001333,147,9,Volvería a comprar
13000001334,1439,9,Entrega rápida y producto excelente
13000001335,880,10,Atención muy buena
13000001336,208,10,Entrega rápida y producto excelente
13000001337,1240,8,
13000001338,956,9,Tardó un poco más de lo esperado
13000001339,1212,3,Volvería a comprar
13000001340,112,9,Podría mejorar el empaque
13000001341,999,10,Todo perfecto
13000001342,1381,10,Atención muy buena
13000001343,935,8,
13000001344,1412,10,Todo perfecto
13000001345,296,7,Podría mejorar el empaque
13000001346,933,3,Entrega rápida y producto excelente
13000001347,954,9,Volvería a comprar
13000001348,269,7,Tardó un poco más de lo esperado
13000001349,281,5,Volvería a comprar
13000001350,359,8,Muy conforme con la calidad
13000001351,492,9,
13000001352,489,5,Podría mejorar el empaque
13000001353,386,7,Entrega rápida y producto excelente
13000001354,1329,7,Entrega rápida y producto excelente
13000001355,649,5,Volvería a comprar
13000001356,684,9,Tardó un poco más de lo esperado
13000001357,928,8,
13000001358,1096,5,Muy conforme con la calidad
13000001359,546,10,Muy conforme con la calidad
13000001360,121,10,
13000001361,400,10,Volvería a comprar
13000001362,383,10,Tardó un poco más de lo esperado
13000001363,518,9,
13000001364,1130,9,Atención muy buena
13000001365,921,5,Todo perfecto
13000001366,42,8,
13000001367,1459,2,Muy conforme con la calidad
13000001368,1172,0,Atención muy buena
13000001369,300,7,Podría mejorar el empaque
13000001370,23,10,Todo perfecto
13000001371,321,5,Muy conforme con la calidad
13000001372,426,8,
13000001373,594,9,Volvería a comprar
13000001374,1483,9,Podría mejorar el empaque
13000001375,1003,9,
13000001376,457,5,Todo perfecto
13000001377,746,9,Podría mejorar el empaque
13000001378,150,9,Volvería a comprar
13000001379,1313,8,Volvería a comprar
13000001380,1087,10,Muy conforme con la calidad
13000001381,835,9,Todo perfecto
13000001382,1149,3,
13000001383,587,9,Entrega rápida y producto excelente
13000001384,257,7,Todo perfecto
13000001385,1127,0,Atención muy buena
13000001386,1332,8,Entrega rápida y producto excelente
13000001387,961,0,Podría mejorar el empaque
13000001388,85,9,
13000001389,461,8,Atención muy buena
13000001390,302,4,Volvería a comprar
13000001391,1239,9,
13000001392,633,10,
13000001393,1475,9,Muy conforme con la calidad
13000001394,1377,9,
13000001395,719,3,Entrega rápida y producto excelente
13000001396,390,7,Muy conforme con la calidad
13000001397,541,3,Podría mejorar el empaque
13000001398,1181,7,Atención muy buena
13000001399,1022,7,Atención muy buena
13000001400,485,7,
13000001401,1011,7,Tardó un poco más de lo esperado
13000001402,771,6,Atención muy buena
13000001403,478,0,Entrega rápida y producto excelente
13000001404,529,5,Volvería a comprar
13000001405,73,10,Muy conforme con la calidad
13000001406,615,5,Atención muy buena
13000001407,1048,5,
13000001408,1292,3,Atención muy buena
13000001409,1429,10,Tardó un poco más de lo esperado
13000001410,1353,9,
13000001411,1322,8,Atención muy buena
13000001412,325,7,Muy conforme con la calidad
13000001413,1004,7,
13000001414,509,9,Tardó un poco más de lo esperado
13000001415,1498,8,Entrega rápida y producto excelente
13000001416,166,4,Tardó un poco más de lo esperado
13000001417,971,8,Podría mejorar el empaque
13000001418,1301,8,
13000001419,573,9,Muy conforme con la calidad
13000001420,730,7,Muy conforme con la calidad
13000001421,650,9,Atención muy buena
13000001422,873,9,Muy conforme con la calidad
13000001423,658,9,Podría mejorar el empaque
13000001424,991,1,Tardó un poco más de lo esperado
13000001425,106,3,
13000001426,270,10,Tardó un poco más de lo esperado
13000001427,833,6,Muy conforme con la calidad
13000001428,604,6,Tardó un poco más de lo esperado
13000001429,1051,7,Tardó un poco más de lo esperado
13000001430,212,10,Tardó un poco más de lo esperado
13000001431,1149,8,Volvería a comprar
13000001432,456,8,Atención muy buena
13000001433,859,7,Todo perfecto
13000001434,728,5,Podría mejorar el empaque
13000001435,1062,9,Volvería a comprar
13000001436,995,7,Podría mejorar el empaque
13000001437,1173,8,Tardó un poco más de lo esperado
13000001438,1375,4,Tardó un poco más de lo esperado
13000001439,1073,3,Volvería a comprar
13000001440,767,7,Tardó un poco más de lo esperado
13000001441,969,8,Volvería a comprar
13000001442,466,10,Todo perfecto
13000001443,658,6,Atención muy buena
13000001444,503,1,Tardó un poco más de lo esperado
13000001445,810,0,Entrega rápida y producto excelente
13000001446,1161,7,Volvería a comprar
13000001447,373,7,Podría mejorar el empaque
13000001448,467,6,Entrega rápida y producto excelente
13000001449,165,8,Todo perfecto
13000001450,1212,7,Atención muy buena
13000001451,237,5,Entrega rápida y producto excelente
13000001452,447,10,Volvería a comprar
13000001453,272,3,Atención muy buena
13000001454,690,7,Podría mejorar el empaque
13000001455,254,7,Todo perfecto
13000001456,639,8,Muy conforme con la calidad
13000001457,1257,10,Entrega rápida y producto excelente
13000001458,1322,7,
