order_id,order_date_sk,customer_sk,store_sk,status,subtotal,tax_amount,shipping_fee,total_amount
1000002327,180,1427,,FULFILLED,32400.0,6804.0,900.0,40104.0
1000002328,441,252,,FULFILLED,25650.0,5386.5,1200.0,32236.5
1000002329,341,846,2.0,CANCELLED,23760.0,4989.6,0.0,28749.6
1000002330,431,1183,,FULFILLED,12936.0,2716.56,1500.0,17152.56
1000002331,540,874,,FULFILLED,60030.0,12606.3,900.0,73536.3
1000002332,579,469,,FULFILLED,24000.0,5040.0,900.0,29940.0
1000002333,496,637,,FULFILLED,30000.0,6300.0,1500.0,37800.0
1000002334,527,1068,,FULFILLED,66270.0,13916.7,0.0,80186.7
1000002335,587,1230,,FULFILLED,13230.0,2778.3,0.0,16008.3
1000002336,455,249,,FULFILLED,50955.0,10700.55,1500.0,63155.55
1000002337,336,390,,FULFILLED,14250.0,2992.5,1200.0,18442.5
1000002338,40,162,2.0,PAID,29400.0,6174.0,0.0,35574.0
1000002339,436,493,1.0,PAID,27000.0,5670.0,0.0,32670.0
1000002340,282,1231,,PAID,25080.0,5266.8,900.0,31246.8
1000002341,307,382,,CREATED,21600.0,4536.0,1200.0,27336.0
1000002342,439,887,,FULFILLED,22800.0,4788.0,900.0,28488.0
1000002343,367,949,,FULFILLED,76500.0,16065.0,1200.0,93765.0
1000002344,289,78,,FULFILLED,67620.0,14200.2,1200.0,83020.2
1000002345,257,747,,FULFILLED,11400.0,2394.0,1200.0,14994.0
1000002346,151,138,,FULFILLED,25080.0,5266.8,900.0,31246.8
1000002347,602,1058,,FULFILLED,44100.0,9261.0,900.0,54261.0
1000002348,532,189,2.0,FULFILLED,35640.0,7484.4,0.0,43124.4
1000002349,505,507,,CANCELLED,44970.0,9443.7,900.0,55313.7
1000002350,132,1374,,FULFILLED,10800.0,2268.0,0.0,13068.0
1000002351,366,85,,FULFILLED,37800.0,7938.0,1500.0,47238.0
1000002352,219,239,,FULFILLED,21600.0,4536.0,900.0,27036.0
1000002353,182,17,,FULFILLED,25872.0,5433.12,900.0,32205.12
1000002354,89,351,,FULFILLED,32868.0,6902.28,1200.0,40970.28
1000002355,160,1421,,FULFILLED,28500.0,5985.0,900.0,35385.0
1000002356,150,719,2.0,PAID,23520.0,4939.2,0.0,28459.2
1000002357,66,58,,CANCELLED,24000.0,5040.0,900.0,29940.0
1000002358,257,245,,FULFILLED,37044.0,7779.24,900.0,45723.24
1000002359,595,1320,2.0,FULFILLED,39900.0,8379.0,0.0,48279.0
1000002360,336,947,1.0,FULFILLED,33000.0,6930.0,0.0,39930.0
1000002361,279,29,,FULFILLED,35280.0,7408.8,1200.0,43888.8
1000002362,198,375,,FULFILLED,14700.0,3087.0,1200.0,18987.0
1000002363,41,314,,FULFILLED,13500.0,2835.0,900.0,17235.0
1000002364,477,974,,FULFILLED,26010.0,5462.1,1200.0,32672.1
1000002365,249,345,,REFUNDED,44835.0,9415.35,900.0,55150.35
1000002366,461,1331,,FULFILLED,12000.0,2520.0,1200.0,15720.0
1000002367,237,1008,1.0,FULFILLED,14700.0,3087.0,0.0,17787.0
1000002368,569,588,,FULFILLED,12000.0,2520.0,0.0,14520.0
1000002369,445,274,,PAID,28500.0,5985.0,1200.0,35685.0
1000002370,236,1488,2.0,PAID,14250.0,2992.5,0.0,17242.5
1000002371,200,1089,,PAID,37620.0,7900.2,1200.0,46720.2
1000002372,196,1472,,FULFILLED,21168.0,4445.28,1200.0,26813.28
1000002373,396,1294,,FULFILLED,42750.0,8977.5,1200.0,52927.5
1000002374,449,10,2.0,FULFILLED,34320.0,7207.2,0.0,41527.2
1000002375,320,905,,CANCELLED,27000.0,5670.0,1200.0,33870.0
1000002376,330,392,,PAID,58152.0,12211.92,1500.0,71863.92
1000002377,292,872,,FULFILLED,23370.0,4907.7,1200.0,29477.7
1000002378,111,825,,FULFILLED,34560.0,7257.6,0.0,41817.6
1000002379,132,625,,FULFILLED,42750.0,8977.5,0.0,51727.5
1000002380,57,1389,,FULFILLED,32400.0,6804.0,1500.0,40704.0
1000002381,140,5,,FULFILLED,21600.0,4536.0,900.0,27036.0
1000002382,154,74,1.0,FULFILLED,12936.0,2716.56,0.0,15652.56
1000002383,621,805,,FULFILLED,90000.0,18900.0,0.0,108900.0
1000002384,264,893,,FULFILLED,21600.0,4536.0,1200.0,27336.0
1000002385,476,347,,FULFILLED,75600.0,15876.0,0.0,91476.0
1000002386,101,705,,FULFILLED,57600.0,12096.0,0.0,69696.0
1000002387,76,1342,,FULFILLED,64152.0,13471.92,900.0,78523.92
1000002388,519,97,,FULFILLED,42750.0,8977.5,1200.0,52927.5
1000002389,136,1308,1.0,FULFILLED,57000.0,11970.0,0.0,68970.0
1000002390,170,714,1.0,FULFILLED,57720.0,12121.2,0.0,69841.2
1000002391,587,1357,,FULFILLED,35280.0,7408.8,900.0,43588.8
1000002392,609,1092,,FULFILLED,51300.0,10773.0,1200.0,63273.0
1000002393,504,513,1.0,PAID,27000.0,5670.0,0.0,32670.0
1000002394,491,263,2.0,FULFILLED,10584.0,2222.64,0.0,12806.64
1000002395,624,437,,FULFILLED,36000.0,7560.0,0.0,43560.0
1000002396,8,1216,,PAID,39600.0,8316.0,900.0,48816.0
1000002397,167,1391,,FULFILLED,35280.0,7408.8,0.0,42688.8
1000002398,103,348,,FULFILLED,45000.0,9450.0,1200.0,55650.0
1000002399,356,429,,FULFILLED,28500.0,5985.0,1200.0,35685.0
1000002400,605,388,,FULFILLED,25872.0,5433.12,0.0,31305.12
1000002401,232,1062,,FULFILLED,21168.0,4445.28,1500.0,27113.28
1000002402,9,536,,FULFILLED,32400.0,6804.0,900.0,40104.0
1000002403,322,516,,FULFILLED,59850.0,12568.5,0.0,72418.5
1000002404,423,1025,,FULFILLED,15000.0,3150.0,0.0,18150.0
1000002405,16,1405,1.0,FULFILLED,45000.0,9450.0,0.0,54450.0
1000002406,520,1317,,PAID,45000.0,9450.0,0.0,54450.0
1000002407,20,1200,,FULFILLED,32400.0,6804.0,0.0,39204.0
1000002408,450,984,,FULFILLED,57600.0,12096.0,0.0,69696.0
1000002409,49,1465,,PAID,35640.0,7484.4,0.0,43124.4
1000002410,622,831,,PAID,53568.0,11249.28,1200.0,66017.28
1000002411,345,1206,,PAID,37800.0,7938.0,900.0,46638.0
1000002412,277,1431,,FULFILLED,88770.0,18641.7,0.0,107411.7
1000002413,615,1288,,FULFILLED,27000.0,5670.0,1500.0,34170.0
1000002414,145,812,,FULFILLED,29400.0,6174.0,900.0,36474.0
1000002415,445,587,,PAID,44925.0,9434.25,900.0,55259.25
1000002416,238,709,2.0,PAID,11400.0,2394.0,0.0,13794.0
1000002417,115,544,2.0,FULFILLED,12825.0,2693.25,0.0,15518.25
1000002418,503,1174,,REFUNDED,24300.0,5103.0,0.0,29403.0
1000002419,433,249,,FULFILLED,35520.0,7459.2,900.0,43879.2
1000002420,354,709,,FULFILLED,19440.0,4082.4,1500.0,25022.4
1000002421,360,368,,FULFILLED,24300.0,5103.0,0.0,29403.0
1000002422,572,991,,REFUNDED,32400.0,6804.0,900.0,40104.0
1000002423,242,217,1.0,PAID,31350.0,6583.5,0.0,37933.5
1000002424,559,146,,PAID,42750.0,8977.5,1200.0,52927.5
1000002425,67,1376,,FULFILLED,22200.0,4662.0,900.0,27762.0
1000002426,183,583,,FULFILLED,65952.0,13849.92,0.0,79801.92
1000002427,47,779,,PAID,55860.0,11730.6,1200.0,68790.6
1000002428,373,216,,FULFILLED,42675.0,8961.75,1200.0,52836.75
1000002429,564,1266,,PAID,38475.0,8079.75,0.0,46554.75
1000002430,551,629,,PAID,35190.0,7389.9,1200.0,43779.9
1000002431,372,245,,FULFILLED,21600.0,4536.0,0.0,26136.0
1000002432,607,1256,,FULFILLED,10800.0,2268.0,0.0,13068.0
1000002433,282,1195,,FULFILLED,35280.0,7408.8,900.0,43588.8
1000002434,27,191,,FULFILLED,13500.0,2835.0,0.0,16335.0
1000002435,604,1477,,FULFILLED,23760.0,4989.6,900.0,29649.6
1000002436,93,464,,FULFILLED,24000.0,5040.0,0.0,29040.0
1000002437,199,667,2.0,FULFILLED,35280.0,7408.8,0.0,42688.8
1000002438,480,622,,FULFILLED,24696.0,5186.16,0.0,29882.16
1000002439,619,866,,CANCELLED,27348.0,5743.08,900.0,33991.08
1000002440,124,308,,FULFILLED,14250.0,2992.5,1200.0,18442.5
1000002441,159,304,1.0,PAID,55200.0,11592.0,0.0,66792.0
1000002442,82,1405,,FULFILLED,37044.0,7779.24,900.0,45723.24
1000002443,390,1369,,FULFILLED,45000.0,9450.0,0.0,54450.0
1000002444,318,849,,CANCELLED,26100.0,5481.0,1200.0,32781.0
1000002445,539,658,,FULFILLED,11760.0,2469.6,1200.0,15429.6
1000002446,126,1400,,FULFILLED,12600.0,2646.0,0.0,15246.0
1000002447,95,345,,FULFILLED,45000.0,9450.0,900.0,55350.0
1000002448,264,617,,FULFILLED,34200.0,7182.0,900.0,42282.0
1000002449,270,219,,FULFILLED,11880.0,2494.8,0.0,14374.8
1000002450,275,1253,,PAID,51180.0,10747.8,1200.0,63127.8
1000002451,9,377,,FULFILLED,56400.0,11844.0,0.0,68244.0
1000002452,336,577,2.0,FULFILLED,45000.0,9450.0,0.0,54450.0
1000002453,452,769,,PAID,29160.0,6123.6,0.0,35283.6
1000002454,566,209,,FULFILLED,42750.0,8977.5,900.0,52627.5
1000002455,2,449,,PAID,88500.0,18585.0,1200.0,108285.0
1000002456,168,859,1.0,FULFILLED,10584.0,2222.64,0.0,12806.64
1000002457,483,960,,FULFILLED,74100.0,15561.0,1500.0,91161.0
1000002458,336,1120,,CANCELLED,13500.0,2835.0,1500.0,17835.0
1000002459,458,993,,FULFILLED,23520.0,4939.2,1200.0,29659.2
1000002460,209,375,,PAID,36000.0,7560.0,0.0,43560.0
1000002461,332,421,2.0,PAID,14700.0,3087.0,0.0,17787.0
1000002462,292,1219,,FULFILLED,12000.0,2520.0,0.0,14520.0
1000002463,403,1418,1.0,FULFILLED,24825.0,5213.25,0.0,30038.25
1000002464,396,1034,,FULFILLED,45000.0,9450.0,1200.0,55650.0
1000002465,330,801,,FULFILLED,29400.0,6174.0,900.0,36474.0
1000002466,388,89,,PAID,60480.0,12700.8,0.0,73180.8
1000002467,572,436,1.0,FULFILLED,19440.0,4082.4,0.0,23522.4
1000002468,636,281,,FULFILLED,34200.0,7182.0,900.0,42282.0
1000002469,211,593,,FULFILLED,126031.5,26466.62,0.0,152498.12
1000002470,180,996,2.0,FULFILLED,40500.0,8505.0,0.0,49005.0
1000002471,574,205,,FULFILLED,11970.0,2513.7,1200.0,15683.7
1000002472,9,520,,FULFILLED,40500.0,8505.0,1200.0,50205.0
1000002473,601,12,,PAID,11400.0,2394.0,1200.0,14994.0
1000002474,288,126,,FULFILLED,46305.0,9724.05,1200.0,57229.05
1000002475,175,826,1.0,PAID,44887.5,9426.38,0.0,54313.88
1000002476,451,1062,,FULFILLED,11400.0,2394.0,1500.0,15294.0
1000002477,19,382,,CREATED,31320.0,6577.2,0.0,37897.2
1000002478,109,668,,CREATED,10260.0,2154.6,900.0,13314.6
1000002479,382,1049,,FULFILLED,63450.0,13324.5,1200.0,77974.5
1000002480,187,1479,,FULFILLED,12000.0,2520.0,1500.0,16020.0
1000002481,633,586,1.0,FULFILLED,12936.0,2716.56,0.0,15652.56
1000002482,386,983,,FULFILLED,32400.0,6804.0,1200.0,40404.0
1000002483,173,921,,FULFILLED,24000.0,5040.0,1200.0,30240.0
1000002484,272,837,,FULFILLED,45000.0,9450.0,1200.0,55650.0
1000002485,615,1404,,FULFILLED,41400.0,8694.0,0.0,50094.0
1000002486,327,605,,CANCELLED,34200.0,7182.0,0.0,41382.0
1000002487,96,836,,FULFILLED,36000.0,7560.0,1200.0,44760.0
1000002488,492,30,,FULFILLED,30000.0,6300.0,0.0,36300.0
1000002489,207,1358,,PAID,9720.0,2041.2,1500.0,13261.2
1000002490,293,569,,FULFILLED,13500.0,2835.0,900.0,17235.0
1000002491,247,459,1.0,FULFILLED,12348.0,2593.08,0.0,14941.08
1000002492,594,870,,FULFILLED,31752.0,6667.92,1500.0,39919.92
1000002493,238,1123,,CANCELLED,15750.0,3307.5,900.0,19957.5
1000002494,373,146,,PAID,30780.0,6463.8,0.0,37243.8
1000002495,66,826,1.0,FULFILLED,54600.0,11466.0,0.0,66066.0
1000002496,31,1228,,PAID,10260.0,2154.6,1200.0,13614.6
1000002497,107,495,,FULFILLED,47250.0,9922.5,900.0,58072.5
1000002498,127,1159,1.0,FULFILLED,45000.0,9450.0,0.0,54450.0
1000002499,529,1344,,FULFILLED,10800.0,2268.0,1200.0,14268.0
1000002500,270,847,,PAID,21600.0,4536.0,900.0,27036.0
1000002501,270,690,,PAID,25872.0,5433.12,0.0,31305.12
1000002502,530,985,,FULFILLED,14700.0,3087.0,1200.0,18987.0
1000002503,440,1413,2.0,PAID,28350.0,5953.5,0.0,34303.5
1000002504,97,1280,,FULFILLED,14175.0,2976.75,0.0,17151.75
1000002505,444,1130,,FULFILLED,131850.0,27688.5,900.0,160438.5
1000002506,549,247,,FULFILLED,29160.0,6123.6,1200.0,36483.6
1000002507,609,666,1.0,FULFILLED,11400.0,2394.0,0.0,13794.0
1000002508,217,995,,FULFILLED,63630.0,13362.3,900.0,77892.3
1000002509,485,1081,,CANCELLED,24000.0,5040.0,0.0,29040.0
1000002510,289,723,,FULFILLED,11400.0,2394.0,900.0,14694.0
1000002511,79,1284,1.0,PAID,11760.0,2469.6,0.0,14229.6
1000002512,351,1372,,FULFILLED,42750.0,8977.5,0.0,51727.5
1000002513,303,397,,FULFILLED,10800.0,2268.0,1500.0,14568.0
1000002514,193,508,,PAID,47250.0,9922.5,0.0,57172.5
1000002515,512,1212,1.0,FULFILLED,36000.0,7560.0,0.0,43560.0
1000002516,59,765,,PAID,21600.0,4536.0,1500.0,27636.0
1000002517,412,444,,FULFILLED,25872.0,5433.12,0.0,31305.12
1000002518,232,798,,FULFILLED,11760.0,2469.6,1200.0,15429.6
1000002519,217,1380,2.0,FULFILLED,12000.0,2520.0,0.0,14520.0
1000002520,176,260,,PAID,39600.0,8316.0,1200.0,49116.0
1000002521,563,25,,FULFILLED,45000.0,9450.0,900.0,55350.0
1000002522,558,1301,2.0,FULFILLED,13500.0,2835.0,0.0,16335.0
1000002523,102,600,,FULFILLED,30870.0,6482.7,0.0,37352.7
1000002524,60,678,,FULFILLED,70537.5,14812.88,900.0,86250.38
1000002525,577,1500,,PAID,79380.0,16669.8,1200.0,97249.8
1000002526,459,1414,,FULFILLED,29700.0,6237.0,900.0,36837.0
1000002527,532,490,,FULFILLED,26722.5,5611.72,900.0,33234.22
1000002528,454,932,,FULFILLED,29160.0,6123.6,900.0,36183.6
1000002529,47,812,1.0,FULFILLED,67380.0,14149.8,0.0,81529.8
1000002530,252,1160,,FULFILLED,23940.0,5027.4,900.0,29867.4
1000002531,373,290,,PAID,21168.0,4445.28,1200.0,26813.28
1000002532,530,891,,FULFILLED,14175.0,2976.75,1200.0,18351.75
1000002533,161,870,,FULFILLED,34020.0,7144.2,900.0,42064.2
1000002534,9,991,2.0,FULFILLED,24360.0,5115.6,0.0,29475.6
1000002535,121,793,,FULFILLED,42552.0,8935.92,1500.0,52987.92
1000002536,169,741,,PAID,12825.0,2693.25,900.0,16418.25
1000002537,488,229,,FULFILLED,23520.0,4939.2,900.0,29359.2
1000002538,38,177,2.0,CANCELLED,23940.0,5027.4,0.0,28967.4
1000002539,70,706,,FULFILLED,14850.0,3118.5,1200.0,19168.5
1000002540,65,665,,FULFILLED,39084.0,8207.64,900.0,48191.64
1000002541,363,510,2.0,REFUNDED,32400.0,6804.0,0.0,39204.0
1000002542,258,1172,,FULFILLED,21600.0,4536.0,0.0,26136.0
1000002543,326,392,2.0,FULFILLED,45000.0,9450.0,0.0,54450.0
1000002544,508,163,,FULFILLED,12000.0,2520.0,1200.0,15720.0
1000002545,379,918,,FULFILLED,24300.0,5103.0,0.0,29403.0
1000002546,40,788,2.0,PAID,23550.0,4945.5,0.0,28495.5
1000002547,201,1008,,FULFILLED,28500.0,5985.0,1200.0,35685.0
1000002548,621,157,,FULFILLED,65430.0,13740.3,900.0,80070.3
1000002549,126,1387,,FULFILLED,51030.0,10716.3,1200.0,62946.3
1000002550,556,448,,CANCELLED,38808.0,8149.68,900.0,47857.68
1000002551,209,180,,FULFILLED,12348.0,2593.08,1200.0,16141.08
1000002552,262,988,,FULFILLED,14962.5,3142.12,900.0,19004.62
1000002553,627,1133,,FULFILLED,35280.0,7408.8,1200.0,43888.8
1000002554,188,441,,FULFILLED,40500.0,8505.0,1200.0,50205.0
1000002555,216,44,,FULFILLED,21600.0,4536.0,1200.0,27336.0
1000002556,507,194,,PAID,9720.0,2041.2,0.0,11761.2
1000002557,134,622,,FULFILLED,53475.0,11229.75,1200.0,65904.75
1000002558,415,81,,FULFILLED,34020.0,7144.2,900.0,42064.2
1000002559,603,525,,CREATED,24696.0,5186.16,1200.0,31082.16
1000002560,489,204,2.0,FULFILLED,45000.0,9450.0,0.0,54450.0
1000002561,336,1393,2.0,FULFILLED,27000.0,5670.0,0.0,32670.0
1000002562,173,1057,,FULFILLED,34020.0,7144.2,1500.0,42664.2
1000002563,354,310,,FULFILLED,105735.0,22204.35,1200.0,129139.35
1000002564,16,358,,FULFILLED,35640.0,7484.4,1500.0,44624.4
1000002565,193,1271,,FULFILLED,47520.0,9979.2,900.0,58399.2
1000002566,503,1158,,FULFILLED,24300.0,5103.0,900.0,30303.0
1000002567,550,492,,PAID,29400.0,6174.0,0.0,35574.0
1000002568,388,1207,,FULFILLED,22800.0,4788.0,900.0,28488.0
1000002569,495,1015,,FULFILLED,12600.0,2646.0,0.0,15246.0
1000002570,353,698,2.0,FULFILLED,47040.0,9878.4,0.0,56918.4
1000002571,407,860,,FULFILLED,37272.0,7827.12,0.0,45099.12
1000002572,369,1258,,FULFILLED,57915.0,12162.15,900.0,70977.15
1000002573,323,1032,,FULFILLED,42750.0,8977.5,1200.0,52927.5
1000002574,623,26,,FULFILLED,23520.0,4939.2,1200.0,29659.2
1000002575,209,268,,FULFILLED,66600.0,13986.0,900.0,81486.0
1000002576,124,1242,,FULFILLED,34020.0,7144.2,1200.0,42364.2
1000002577,97,393,,PAID,60000.0,12600.0,0.0,72600.0
1000002578,255,99,,CREATED,10800.0,2268.0,0.0,13068.0
1000002579,630,518,,FULFILLED,24300.0,5103.0,0.0,29403.0
1000002580,250,420,,FULFILLED,57168.0,12005.28,1500.0,70673.28
1000002581,63,323,,FULFILLED,37380.0,7849.8,0.0,45229.8
1000002582,54,1359,,FULFILLED,50460.0,10596.6,900.0,61956.6
1000002583,397,988,,FULFILLED,45600.0,9576.0,900.0,56076.0
1000002584,404,687,,FULFILLED,13500.0,2835.0,0.0,16335.0
1000002585,176,395,,CANCELLED,24000.0,5040.0,1200.0,30240.0
1000002586,355,35,,FULFILLED,26400.0,5544.0,0.0,31944.0
1000002587,429,264,2.0,FULFILLED,73800.0,15498.0,0.0,89298.0
1000002588,287,1085,,FULFILLED,21600.0,4536.0,900.0,27036.0
1000002589,317,1023,,FULFILLED,40500.0,8505.0,900.0,49905.0
1000002590,406,789,,CANCELLED,82500.0,17325.0,900.0,100725.0
1000002591,567,524,2.0,FULFILLED,68400.0,14364.0,0.0,82764.0
1000002592,167,189,,PAID,45540.0,9563.4,0.0,55103.4
1000002593,510,806,,CANCELLED,49500.0,10395.0,0.0,59895.0
1000002594,268,1241,,FULFILLED,45000.0,9450.0,1500.0,55950.0
1000002595,39,1210,,FULFILLED,27000.0,5670.0,1200.0,33870.0
1000002596,543,1034,,CANCELLED,39450.0,8284.5,1500.0,49234.5
1000002597,539,653,1.0,CANCELLED,28500.0,5985.0,0.0,34485.0
1000002598,111,662,1.0,FULFILLED,12000.0,2520.0,0.0,14520.0
1000002599,281,726,,PAID,30000.0,6300.0,0.0,36300.0
1000002600,413,1306,,FULFILLED,46305.0,9724.05,0.0,56029.05
1000002601,146,1383,,CANCELLED,65700.0,13797.0,0.0,79497.0
1000002602,577,489,,CANCELLED,14250.0,2992.5,900.0,18142.5
1000002603,552,1476,,FULFILLED,75150.0,15781.5,900.0,91831.5
1000002604,145,90,,FULFILLED,22800.0,4788.0,0.0,27588.0
1000002605,18,938,,FULFILLED,30000.0,6300.0,1200.0,37500.0
1000002606,15,1239,,FULFILLED,13200.0,2772.0,900.0,16872.0
1000002607,217,594,,FULFILLED,29400.0,6174.0,0.0,35574.0
1000002608,169,1277,,FULFILLED,35640.0,7484.4,0.0,43124.4
1000002609,599,1386,,FULFILLED,34200.0,7182.0,1500.0,42882.0
1000002610,310,88,,FULFILLED,21600.0,4536.0,1500.0,27636.0
1000002611,303,1274,,PAID,109008.0,22891.68,1500.0,133399.68
1000002612,565,1083,2.0,FULFILLED,23520.0,4939.2,0.0,28459.2
1000002613,229,405,,FULFILLED,10800.0,2268.0,1200.0,14268.0
1000002614,414,1206,1.0,PAID,36348.0,7633.08,0.0,43981.08
1000002615,269,427,,FULFILLED,34200.0,7182.0,0.0,41382.0
1000002616,624,1230,,FULFILLED,54000.0,11340.0,900.0,66240.0
1000002617,505,119,,FULFILLED,54900.0,11529.0,0.0,66429.0
1000002618,171,1305,,FULFILLED,24000.0,5040.0,1500.0,30540.0
1000002619,627,1274,,FULFILLED,10260.0,2154.6,0.0,12414.6
1000002620,81,77,,CANCELLED,29700.0,6237.0,900.0,36837.0
1000002621,467,136,,FULFILLED,27048.0,5680.08,900.0,33628.08
1000002622,75,782,2.0,FULFILLED,38475.0,8079.75,0.0,46554.75
1000002623,200,293,,FULFILLED,38808.0,8149.68,1500.0,48457.68
1000002624,309,481,,PAID,32400.0,6804.0,0.0,39204.0
1000002625,399,593,,FULFILLED,13200.0,2772.0,1200.0,17172.0
1000002626,142,617,,FULFILLED,69000.0,14490.0,900.0,84390.0
1000002627,311,1021,1.0,FULFILLED,30000.0,6300.0,0.0,36300.0
1000002628,102,382,2.0,FULFILLED,35640.0,7484.4,0.0,43124.4
1000002629,306,1356,,FULFILLED,13200.0,2772.0,0.0,15972.0
1000002630,498,464,,FULFILLED,47100.0,9891.0,1200.0,58191.0
1000002631,27,618,,FULFILLED,31350.0,6583.5,1500.0,39433.5
1000002632,296,950,,FULFILLED,47340.0,9941.4,0.0,57281.4
1000002633,159,1371,1.0,FULFILLED,35280.0,7408.8,0.0,42688.8
1000002634,53,1007,2.0,FULFILLED,52260.0,10974.6,0.0,63234.6
1000002635,480,48,,FULFILLED,38808.0,8149.68,0.0,46957.68
1000002636,344,1231,2.0,PAID,45000.0,9450.0,0.0,54450.0
1000002637,180,1143,2.0,CREATED,54000.0,11340.0,0.0,65340.0
1000002638,424,1374,,FULFILLED,21600.0,4536.0,0.0,26136.0
1000002639,314,1014,,FULFILLED,42525.0,8930.25,1200.0,52655.25
1000002640,344,1161,,PAID,11400.0,2394.0,1500.0,15294.0
1000002641,155,423,,FULFILLED,32400.0,6804.0,900.0,40104.0
1000002642,10,52,,FULFILLED,31500.0,6615.0,1500.0,39615.0
1000002643,574,1112,,FULFILLED,35868.0,7532.28,1200.0,44600.28
1000002644,245,1046,,FULFILLED,29400.0,6174.0,900.0,36474.0
1000002645,361,555,,FULFILLED,79380.0,16669.8,0.0,96049.8
1000002646,419,24,,FULFILLED,28500.0,5985.0,900.0,35385.0
1000002647,132,506,2.0,FULFILLED,22800.0,4788.0,0.0,27588.0
1000002648,337,1211,,PAID,33384.0,7010.64,1500.0,41894.64
1000002649,199,859,,FULFILLED,47100.0,9891.0,900.0,57891.0
1000002650,315,1376,,FULFILLED,12150.0,2551.5,1200.0,15901.5
1000002651,521,83,1.0,FULFILLED,63420.0,13318.2,0.0,76738.2
1000002652,608,284,,FULFILLED,32400.0,6804.0,1500.0,40704.0
1000002653,399,517,1.0,PAID,11400.0,2394.0,0.0,13794.0
1000002654,97,521,1.0,FULFILLED,42750.0,8977.5,0.0,51727.5
1000002655,26,585,,FULFILLED,66900.0,14049.0,900.0,81849.0
1000002656,225,282,,FULFILLED,44100.0,9261.0,0.0,53361.0
1000002657,495,1234,1.0,FULFILLED,25080.0,5266.8,0.0,30346.8
1000002658,154,1350,,FULFILLED,84780.0,17803.8,0.0,102583.8
1000002659,490,31,,PAID,79830.0,16764.3,1200.0,97794.3
1000002660,359,1356,,CREATED,27000.0,5670.0,900.0,33570.0
1000002661,439,1392,,FULFILLED,21168.0,4445.28,900.0,26513.28
1000002662,475,702,,FULFILLED,26460.0,5556.6,0.0,32016.6
1000002663,21,1414,,PAID,12000.0,2520.0,1200.0,15720.0
1000002664,204,216,,PAID,28350.0,5953.5,900.0,35203.5
1000002665,421,87,,PAID,14850.0,3118.5,0.0,17968.5
1000002666,216,173,2.0,FULFILLED,30000.0,6300.0,0.0,36300.0
1000002667,33,767,2.0,FULFILLED,13230.0,2778.3,0.0,16008.3
1000002668,636,49,,FULFILLED,77250.0,16222.5,1200.0,94672.5
1000002669,369,706,,FULFILLED,49500.0,10395.0,1200.0,61095.0
1000002670,350,1456,,CANCELLED,39300.0,8253.0,900.0,48453.0
1000002671,627,87,1.0,CANCELLED,21168.0,4445.28,0.0,25613.28
1000002672,428,1066,,PAID,30780.0,6463.8,0.0,37243.8
1000002673,125,1398,,FULFILLED,10800.0,2268.0,0.0,13068.0
1000002674,255,544,,REFUNDED,65400.0,13734.0,0.0,79134.0
1000002675,132,135,,FULFILLED,28500.0,5985.0,900.0,35385.0
1000002676,372,806,,FULFILLED,29400.0,6174.0,1200.0,36774.0
1000002677,490,1230,,FULFILLED,35400.0,7434.0,900.0,43734.0
1000002678,65,995,,FULFILLED,66060.0,13872.6,0.0,79932.6
1000002679,483,629,1.0,FULFILLED,35280.0,7408.8,0.0,42688.8
1000002680,182,1312,,FULFILLED,14250.0,2992.5,900.0,18142.5
1000002681,398,1339,,FULFILLED,39000.0,8190.0,900.0,48090.0
1000002682,327,1172,,FULFILLED,14962.5,3142.12,0.0,18104.62
1000002683,13,1064,,FULFILLED,10800.0,2268.0,0.0,13068.0
1000002684,583,913,2.0,CANCELLED,13500.0,2835.0,0.0,16335.0
1000002685,551,295,,FULFILLED,45000.0,9450.0,0.0,54450.0
1000002686,299,461,,CANCELLED,44100.0,9261.0,0.0,53361.0
1000002687,544,326,,REFUNDED,85980.0,18055.8,900.0,104935.8
1000002688,94,971,,FULFILLED,62340.0,13091.4,1200.0,76631.4
1000002689,169,70,,REFUNDED,32340.0,6791.4,0.0,39131.4
1000002690,63,415,,FULFILLED,14250.0,2992.5,0.0,17242.5
1000002691,65,292,,FULFILLED,14250.0,2992.5,0.0,17242.5
1000002692,626,717,,FULFILLED,47040.0,9878.4,900.0,57818.4
1000002693,609,904,,PAID,68520.0,14389.2,1200.0,84109.2
1000002694,630,437,,CANCELLED,67410.0,14156.1,900.0,82466.1
1000002695,599,1396,,FULFILLED,25650.0,5386.5,0.0,31036.5
1000002696,524,393,,FULFILLED,30000.0,6300.0,900.0,37200.0
1000002697,632,1289,,CANCELLED,70650.0,14836.5,900.0,86386.5
1000002698,186,394,,FULFILLED,10800.0,2268.0,0.0,13068.0
1000002699,343,1413,2.0,FULFILLED,58800.0,12348.0,0.0,71148.0
1000002700,230,1157,1.0,FULFILLED,46200.0,9702.0,0.0,55902.0
1000002701,621,1308,,FULFILLED,63180.0,13267.8,1200.0,77647.8
1000002702,282,628,,FULFILLED,10260.0,2154.6,900.0,13314.6
1000002703,342,317,,FULFILLED,44887.5,9426.38,1200.0,55513.88
1000002704,190,55,1.0,FULFILLED,48510.0,10187.1,0.0,58697.1
1000002705,567,339,1.0,PAID,42660.0,8958.6,0.0,51618.6
1000002706,355,1277,,FULFILLED,40020.0,8404.2,1200.0,49624.2
